,finalized_title,standard_title,Available Globally?,Release Date,Hours Viewed,Runtime_minutes,Views,release_year,type,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,description,age_certification,runtime,seasons
677,Dead to Me,dead to me,Yes,5/3/19,12200000,300.0,2400000,2019,SHOW,"['thriller', 'crime', 'drama', 'comedy']",['US'],8.0,74989.0,26.155,7.299,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,TV-MA,31,2.0
684,Big Mouth,big mouth,Yes,10/20/23,11000000,279.0,2400000,2017,SHOW,"['comedy', 'animation', 'romance']",['US'],7.9,76088.0,61.436,7.9,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,TV-MA,27,6.0
689,Inside Man: Most Wanted,inside man,Yes,10/31/22,9500000,242.0,2400000,2019,MOVIE,"['action', 'thriller', 'crime']",['US'],5.6,3967.0,19.139,6.6,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,R,106,1
692,Night Stalker: The Hunt for a Serial Killer,night stalker,Yes,1/13/21,7700000,190.0,2400000,2021,SHOW,"['documentation', 'crime', 'thriller']",['US'],7.5,24892.0,15.428,7.4,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",TV-MA,47,1.0
700,Crime Scene: The Vanishing at the Cecil Hotel,crime scene,Yes,11/29/22,5900000,149.0,2400000,2021,SHOW,"['documentation', 'crime', 'thriller']",['US'],5.9,16799.0,18.971,7.2,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,TV-MA,55,1.0
702,Man vs. Bee,man vs bee,Yes,6/24/22,4600000,113.0,2400000,2022,SHOW,"['comedy', 'family']",['GB'],6.8,22287.0,260.169,7.477,"A man finds himself at war with a bee while housesitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",TV-PG,11,1.0
706,Better Than Us,better than us,Yes,8/16/19,32000000,834.0,2300000,2018,SHOW,"['scifi', 'drama']",['RU'],7.3,8792.0,14.306,7.4,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",TV-MA,52,2.0
707,Locked Up,locked up,No,10/18/15,31600000,391.97452229299364,2300000,2015,SHOW,"['drama', 'thriller', 'action', 'european']",['ES'],8.2,21862.0,156.976,8.0,"Set up to take the blame for corporate fraud, young Macarena Ferreiro is locked up in a high-security women's prison surrounded by tough, ruthless criminals in this tense, provocative Spanish thriller.",TV-MA,49,4.0
709,Heartland,heartland,No,,25400000,664.0,2300000,2007,SHOW,"['drama', 'family']",['CA'],8.4,16337.0,74.638,8.3,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",TV-PG,44,15.0
714,Naruto (2002),naruto,No,,22800000,606.0,2300000,2002,SHOW,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],8.4,96729.0,218.843,8.363,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!",TV-PG,23,6.0
720,Travelers,travelers,Yes,12/23/16,20700000,544.0,2300000,2016,SHOW,"['scifi', 'thriller', 'drama']",['CA'],8.0,55485.0,37.756,7.6,"Hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. These ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future.",TV-MA,45,3.0
724,Sweet Magnolias,sweet magnolias,Yes,5/19/20,18400000,489.0,2300000,2020,SHOW,"['drama', 'romance']",['US'],7.3,17689.0,17.137,7.9,"Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.",TV-14,50,2.0
725,Locke & Key,locke  key,Yes,2/7/20,18200000,475.0,2300000,2020,SHOW,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']",['US'],7.4,72031.0,48.22,8.1,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",TV-14,48,3.0
726,Elite,elite,Yes,10/20/23,16500000,422.0,2300000,2018,SHOW,"['thriller', 'drama', 'crime']",['ES'],7.4,75337.0,224.739,8.1,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",TV-MA,48,5.0
727,The Worst Witch,the worst witch,Yes,7/21/17,13800000,363.0,2300000,2017,SHOW,"['scifi', 'family', 'fantasy', 'european']",['GB'],7.2,2437.0,49.402,7.7,"Join Mildred Hubble in CBBC's adaptation of The Worst Witch books, written by Jill Murphy.",TV-Y7,28,4.0
728,Alien TV,alien tv,Yes,3/19/21,11800000,314.0,2300000,2020,SHOW,"['family', 'animation', 'comedy']",['AU'],6.1,299.0,9.927,6.6,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",TV-Y7,24,2.0
729,Sky High,sky high,Yes,3/17/23,11800000,311.0,2300000,2020,MOVIE,"['action', 'crime', 'thriller', 'drama', 'european']",['ES'],5.6,3532.0,27.138,6.217,A commentary on Spanish society dressed as a thriller about the misadventures of a gang of young petty criminals after the real estate crash.,Unkown,121,1
738,Baki Hanma,baki hanma,Yes,9/30/21,11200000,297.0,2300000,2021,SHOW,"['animation', 'action', 'drama', 'sport', 'thriller']",['JP'],6.6,1685.0,211.093,8.049,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",TV-MA,25,2.0
739,Lies and Deceit,lies and deceit,No,3/4/22,10900000,284.0,2300000,2020,SHOW,['thriller'],['ES'],7.4,92.0,5.086,5.2,A literature teacher suspects that a well-respected surgeon has drugged her and begins a legal case against him.,Unkown,49,1.0
747,El Dragón: Return of a Warrior,el dragón,No,10/4/19,64500000,391.97452229299364,2200000,2019,SHOW,"['action', 'drama']",['US'],6.8,1872.0,36.514,7.4,"After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",TV-MA,45,2.0
751,The Uncanny Counter,the uncanny counter,Yes,11/28/20,36800000,1015.0,2200000,2020,SHOW,"['drama', 'thriller', 'action', 'fantasy', 'horror']",['KR'],8.1,6033.0,28.255,8.8,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",TV-14,64,1.0
758,A Love So Beautiful (2017),a love so beautiful,Yes,12/28/20,20100000,547.0,2200000,2017,SHOW,"['comedy', 'romance']",['CN'],8.0,1420.0,42.708,8.4,"It tells the love story of two childhood sweethearts that spans 19 years. Chen Xiao Xi is a cute and small girl with a lot of positive energy. She gets to know Jiang Chen, a tall and proud genius boy, at school and tries everything to pursue him. The drama depicts the beautiful and pure heart throbbing love of seventeen years olds, but also delves into the topic of making mistakes andhow to find back to each other again.",TV-14,41,1.0
762,Firefly Lane,firefly lane,Yes,2/3/21,18600000,503.0,2200000,2021,SHOW,"['drama', 'romance']",['US'],7.4,20748.0,9.959,7.7,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",TV-MA,50,1.0
763,The Last Dance,the last dance,No,4/20/20,18400000,496.0,2200000,2020,SHOW,"['documentation', 'history', 'sport']",['US'],9.1,115915.0,27.702,8.2,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",TV-MA,50,1.0
764,Spinning Out,spinning out,Yes,1/1/20,18000000,493.0,2200000,2020,SHOW,"['drama', 'sport']",['US'],7.6,14066.0,14.067,8.1,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",TV-MA,49,1.0
767,Shadow and Bone,shadow and bone,Yes,4/23/21,15500000,415.0,2200000,2021,SHOW,"['scifi', 'drama', 'fantasy', 'action']",['US'],7.6,80009.0,28.08,8.2,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",TV-14,52,1.0
769,Raising Dion,raising dion,Yes,10/4/19,14900000,415.0,2200000,2019,SHOW,"['scifi', 'drama']",['US'],7.1,14799.0,33.326,7.8,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,TV-G,43,2.0
780,Workin' Moms,workin moms,Yes,1/4/19,10700000,289.0,2200000,2017,SHOW,"['comedy', 'drama']",['CA'],7.7,16488.0,23.833,7.9,"Four women juggle love, careers, and parenthood. They support, challenge, and try not to judge each other as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy – they face both the good and bad with grace and humour.",TV-MA,23,6.0
783,Alias Grace,alias grace,Yes,11/3/17,9700000,268.0,2200000,2017,SHOW,"['drama', 'crime', 'history', 'thriller']",['CA'],7.7,32177.0,13.586,7.3,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",TV-MA,44,1.0
790,Sunny Bunnies,sunny bunnies,Yes,,3400000,91.0,2200000,2015,SHOW,"['animation', 'family']",['BY'],6.7,97.0,2.06,7.4,"Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",TV-Y,3,5.0
791,Tom Segura: Completely Normal (2014),tom segura,No,7/4/23,2300000,62.0,2200000,2014,MOVIE,"['comedy', 'documentation']",['US'],7.7,2663.0,3.08,7.2,An original stand-up comedy special written and performed by comedian Tom Segura.,Unkown,74,1
796,Forecasting Love and Weather,forecasting love and weather,Yes,2/12/22,37800000,1076.0,2100000,2022,SHOW,"['drama', 'romance']",['KR'],7.1,1617.0,13.284,8.7,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",TV-14,66,1.0
798,Dynasty,dynasty,Yes,10/12/17,33200000,928.0,2100000,2017,SHOW,['drama'],['US'],7.2,21637.0,49.457,8.2,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",TV-14,42,5.0
806,Total Drama Island,total drama island,No,,22000000,618.0,2100000,2007,SHOW,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']",['CA'],7.3,10886.0,16.655,7.3,"Reality TV meets animation in this parody in which twenty-two teens are sent to the most run-down and bug-infested summer camp known to reality TV producers. Split into teams, The Screaming Gophers take on The Killer Bass as they face challenges that get more insane each week.",TV-PG,23,6.0
807,Insatiable,insatiable,Yes,8/10/18,19700000,560.0,2100000,2018,SHOW,"['drama', 'comedy', 'thriller']",['US'],6.5,28006.0,81.348,7.9,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",TV-MA,46,2.0
810,Too Hot to Handle (2020),too hot to handle,No,7/14/23,17100000,495.0,2100000,2020,SHOW,"['reality', 'romance']",['US'],4.6,12230.0,20.633,6.8,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",TV-MA,42,3.0
815,The Order,the order,Yes,3/7/19,16600000,476.0,2100000,2019,SHOW,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],6.7,27943.0,27.883,7.9,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",TV-MA,48,2.0
816,Cathedral of the Sea,cathedral of the sea,Yes,8/31/18,15400000,450.0,2100000,2018,SHOW,"['drama', 'history']",['ES'],7.4,4450.0,13.03,7.1,"In the 14th century, Barcelona is experiencing one of its most prosperous moments. The city has grown to La Ribera, a fishing district in which the largest Marian temple ever known is built: Santa María del Mar. But the construction runs parallel to Arnau Estanyol, a serf of the land who, fleeing the abuses of The feudal lords of the countryside take refuge in Barcelona.",TV-MA,57,1.0
817,Northern Rescue,northern rescue,Yes,3/1/19,15200000,439.0,2100000,2019,SHOW,"['drama', 'family']",['CA'],6.9,4202.0,9.477,7.0,"After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.",TV-14,44,1.0
